fan_id,age,country,country_region,income_level,gdp_per_capita_usd,distance_to_host_city_km,nearest_host_city,nearest_host_country,favorite_team_qualified,previous_worldcup_attendance,football_engagement_score,social_media_engagement,ticket_search_count,flight_search_count,hotel_search_count,estimated_trip_cost,visa_required,days_until_match,match_importance,campaign_cost_usd,potential_net_revenue_usd,expected_value_usd,travel_probability_synthetic,will_travel
167,50,India,Asia,Low,2400,10773.5,Vancouver,Canada,0,0,26.7,45.6,4,2,1,3159.95,1,186,Group,7.48,901.19,3.78,0.0125,0
168,74,India,Asia,Low,2400,11452.7,Vancouver,Canada,0,0,53.8,42.4,3,1,0,2031.15,1,160,Round of 32,9.78,643.36,116.7,0.1966,0
169,47,China,Asia,Medium,12500,10564.0,Vancouver,Canada,0,1,63.1,69.7,2,3,2,2021.64,1,55,Group,10.8,511.91,178.91,0.3706,0
170,58,Nigeria,Africa,Low,2100,8916.7,Boston,USA,1,1,92.2,94.4,3,3,2,2353.37,1,98,Group,12.74,689.57,458.72,0.6837,1
171,38,Japan,Asia,High,40000,7630.3,Vancouver,Canada,1,1,100.0,100.0,2,2,2,2285.2,0,193,Round of 16,8.68,842.01,788.11,0.9463,0
172,71,China,Asia,Medium,12500,10012.5,Vancouver,Canada,0,0,96.4,100.0,3,3,4,2039.38,1,357,Group,6.96,572.83,245.31,0.4404,0
173,32,Belgium,Europe,High,52000,5738.3,Boston,USA,1,0,91.9,59.2,2,2,3,1306.06,0,247,Group,8.92,385.87,356.81,0.9478,1
174,32,Nigeria,Africa,Low,2100,8207.2,Boston,USA,0,0,95.8,100.0,2,0,2,1812.99,1,60,Quarter-final,5.53,683.25,176.42,0.2663,1
175,23,Colombia,South America,Medium,6100,2318.3,Miami,USA,0,0,56.4,16.7,4,1,1,597.86,1,185,Round of 32,7.69,212.67,108.13,0.5446,0
176,66,United States,North America,High,76330,355.8,Kansas City,USA,1,0,90.1,100.0,6,3,1,150.0,0,235,Group,9.76,33.31,20.3,0.9025,1
177,69,China,Asia,Medium,12500,9088.0,Vancouver,Canada,0,1,82.9,73.9,4,1,3,1531.65,1,148,Group,7.52,569.49,390.04,0.6981,1
178,23,Ghana,Africa,Low,2500,7161.6,Boston,USA,0,0,70.3,94.9,4,1,1,1958.68,1,242,Group,11.76,517.24,106.12,0.2279,0
179,34,India,Asia,Low,2400,11887.4,Vancouver,Canada,0,0,37.5,73.6,4,2,4,3469.27,1,366,Final,13.1,1420.09,143.11,0.11,1
180,53,India,Asia,Low,2400,11766.9,Vancouver,Canada,1,0,56.7,86.6,2,0,3,2604.13,1,197,Round of 32,13.31,902.22,52.37,0.0728,0
181,63,India,Asia,Low,2400,11508.1,Vancouver,Canada,0,0,52.5,81.9,1,2,0,2511.57,1,220,Group,8.75,729.7,42.18,0.0698,0
182,28,India,Asia,Low,2400,11853.9,Vancouver,Canada,0,0,61.8,53.6,2,3,1,2182.41,1,319,Group,11.72,629.76,47.86,0.0946,0
183,61,China,Asia,Medium,12500,11187.5,Vancouver,Canada,0,0,46.6,35.4,1,0,2,3583.1,1,308,Semi-final,8.75,1944.62,101.12,0.0565,0
184,70,South Korea,Asia,High,35000,8261.4,Vancouver,Canada,1,1,73.8,64.3,4,1,1,2314.86,0,137,Group,12.7,655.42,291.35,0.4639,0
185,69,India,Asia,Low,2400,11634.7,Vancouver,Canada,0,0,64.5,90.7,0,2,0,2628.62,1,106,Group,11.79,608.21,57.49,0.1139,0
186,41,India,Asia,Low,2400,12473.1,Vancouver,Canada,0,0,54.1,23.6,2,1,1,3732.92,1,166,Group,9.96,1225.79,26.57,0.0298,0
187,43,China,Asia,Medium,12500,9199.6,Vancouver,Canada,0,0,87.6,88.5,1,0,0,2317.5,1,148,Semi-final,10.5,924.16,603.97,0.6649,1
188,76,Mexico,North America,Medium,10700,278.2,Monterrey,Mexico,1,1,95.1,72.1,3,4,4,150.0,0,302,Group,10.64,52.18,40.12,0.9728,1
189,58,India,Asia,Low,2400,12677.2,Vancouver,Canada,0,0,51.1,44.1,4,3,3,2274.4,1,16,Group,8.19,690.33,12.24,0.0296,0
190,37,Turkey,Europe,Medium,9800,7560.3,Boston,USA,0,1,89.1,53.5,1,2,0,1794.06,1,171,Group,13.44,555.16,115.19,0.2317,0
191,19,Nigeria,Africa,Low,2100,9032.3,Boston,USA,0,0,97.5,94.4,1,4,3,2808.92,1,336,Group,8.07,726.44,104.31,0.1547,0
192,53,Italy,Europe,High,36500,7329.1,Boston,USA,1,0,79.2,68.9,1,1,0,1478.89,0,50,Group,9.21,347.96,193.69,0.5831,1
193,41,Brazil,South America,Medium,8900,4959.9,Miami,USA,1,0,96.5,100.0,5,3,4,1361.23,1,52,Group,12.27,395.59,310.06,0.8148,1
194,68,India,Asia,Low,2400,10153.6,Vancouver,Canada,0,0,30.8,5.2,2,0,1,2766.08,1,308,Round of 16,10.2,1028.55,9.45,0.0191,0
195,68,Argentina,South America,Medium,11000,7059.0,Miami,USA,1,1,79.3,97.1,1,2,1,1110.46,1,230,Group,9.68,380.73,299.13,0.8111,0
196,64,Peru,South America,Medium,6600,3226.7,Miami,USA,1,0,71.1,94.1,4,0,0,794.3,1,171,Group,10.92,213.14,120.2,0.6152,0
197,77,China,Asia,Medium,12500,10888.6,Vancouver,Canada,0,0,61.3,55.4,1,7,1,1702.57,1,364,Group,6.67,511.67,114.29,0.2364,0
198,63,India,Asia,Low,2400,10991.7,Vancouver,Canada,0,1,65.1,10.8,3,3,0,2102.64,1,184,Group,13.35,909.94,150.53,0.1801,1
199,26,Germany,Europe,High,51500,5157.7,Boston,USA,1,0,71.3,63.9,4,3,1,1520.3,0,352,Round of 16,12.69,574.19,474.11,0.8478,1
200,65,South Korea,Asia,High,35000,9845.2,Vancouver,Canada,1,0,100.0,100.0,6,5,2,2628.44,0,102,Round of 16,11.82,834.74,771.33,0.9382,1
201,62,India,Asia,Low,2400,12554.9,Vancouver,Canada,0,0,73.2,81.8,0,5,1,2967.38,1,292,Quarter-final,8.74,937.79,81.38,0.0961,0
202,67,Egypt,Africa,Low,4000,8402.0,Boston,USA,1,0,75.3,100.0,1,2,1,1556.02,1,258,Group,12.92,316.58,52.01,0.2051,0
203,59,China,Asia,Medium,12500,9425.4,Vancouver,Canada,0,0,73.2,58.0,2,2,3,1892.13,1,206,Group,10.31,191.23,27.55,0.198,0
204,41,Brazil,South America,Medium,8900,4547.2,Miami,USA,1,0,96.2,75.6,1,3,3,1223.21,1,241,Round of 16,8.28,269.55,216.69,0.8346,1
205,66,United States,North America,High,76330,363.3,Kansas City,USA,1,0,94.1,85.8,6,2,3,150.0,0,393,Final,7.68,86.14,74.38,0.9526,1
206,78,Spain,Europe,High,31000,5868.5,Boston,USA,1,0,85.5,89.6,1,3,6,1538.91,0,184,Round of 16,8.71,480.01,258.61,0.5569,1
207,62,Brazil,South America,Medium,8900,4593.7,Miami,USA,1,0,68.2,100.0,5,1,0,1430.12,1,51,Round of 32,10.33,410.59,195.42,0.5011,1
208,33,India,Asia,Low,2400,13092.8,Vancouver,Canada,0,0,85.4,56.9,5,4,2,2021.63,1,252,Group,13.04,566.78,84.33,0.1718,0
209,23,Brazil,South America,Medium,8900,5473.1,Miami,USA,1,0,98.3,60.7,1,1,2,1591.28,1,185,Round of 32,7.31,408.51,203.24,0.5154,1
210,67,China,Asia,Medium,12500,8241.4,Vancouver,Canada,0,0,74.9,75.7,6,4,3,1541.32,1,34,Group,6.36,477.1,37.25,0.0914,0
211,63,India,Asia,Low,2400,11902.3,Vancouver,Canada,0,0,65.5,65.4,2,2,1,3188.91,1,265,Semi-final,8.38,1502.66,192.53,0.1337,0
212,70,China,Asia,Medium,12500,9363.4,Vancouver,Canada,0,0,60.1,34.0,0,2,4,1741.53,1,245,Quarter-final,11.16,628.87,351.64,0.5769,0
213,35,Germany,Europe,High,51500,6131.0,Boston,USA,1,0,89.1,78.1,3,1,1,1589.36,0,164,Group,9.17,386.23,269.49,0.7215,1
214,51,India,Asia,Low,2400,11951.0,Vancouver,Canada,0,0,44.8,76.6,0,1,1,3154.77,1,34,Round of 16,9.94,1025.67,24.01,0.0331,0
215,55,India,Asia,Low,2400,9967.5,Vancouver,Canada,1,0,65.4,92.1,4,1,3,2602.73,1,31,Group,11.32,768.61,101.2,0.1464,0
216,32,India,Asia,Low,2400,12196.3,Vancouver,Canada,0,0,59.8,58.5,5,0,1,2459.31,1,253,Group,11.3,614.99,38.51,0.081,0
217,73,Brazil,South America,Medium,8900,5299.6,Miami,USA,1,0,100.0,69.4,5,0,3,1377.29,1,271,Round of 16,12.66,554.26,322.11,0.604,1
218,49,Brazil,South America,Medium,8900,5394.7,Miami,USA,1,0,69.6,52.1,4,0,2,1452.01,1,162,Round of 16,12.18,392.06,112.06,0.3169,0
219,77,Nigeria,Africa,Low,2100,8651.2,Boston,USA,0,0,72.5,56.0,2,3,1,3017.93,1,398,Final,6.63,1624.68,1003.92,0.622,0
220,48,China,Asia,Medium,12500,9320.5,Vancouver,Canada,0,1,55.0,22.0,2,1,0,2984.33,1,39,Group,13.32,791.37,97.79,0.1404,1
221,44,Japan,Asia,High,40000,7347.2,Vancouver,Canada,1,0,69.7,50.5,2,1,0,1829.95,0,291,Quarter-final,10.84,894.37,480.35,0.5492,1
222,37,China,Asia,Medium,12500,8537.0,Vancouver,Canada,1,0,66.1,84.8,3,0,1,1135.06,1,223,Group,10.78,324.24,79.13,0.2773,0
223,79,India,Asia,Low,2400,11591.0,Vancouver,Canada,0,0,63.6,59.0,3,0,2,2737.55,1,222,Round of 32,7.46,842.14,94.86,0.1215,0
224,75,Egypt,Africa,Low,4000,8382.3,Boston,USA,0,0,79.5,66.8,1,4,0,2147.55,1,115,Round of 16,12.02,649.09,148.5,0.2473,0
225,62,Japan,Asia,High,40000,7677.0,Vancouver,Canada,1,1,100.0,100.0,2,0,0,1250.18,0,85,Group,5.14,316.76,290.4,0.933,1
226,38,Nigeria,Africa,Low,2100,9534.3,Boston,USA,0,0,100.0,79.1,2,3,0,2803.65,1,47,Final,5.71,1463.29,655.99,0.4522,0
227,64,United States,North America,High,76330,340.4,Kansas City,USA,1,1,59.6,58.8,4,1,2,150.0,0,300,Group,11.8,55.19,40.44,0.9466,1
228,74,China,Asia,Medium,12500,9634.6,Vancouver,Canada,1,0,70.9,59.8,1,2,0,2849.89,1,71,Group,10.77,1066.87,285.39,0.2776,0
229,24,India,Asia,Low,2400,11941.1,Vancouver,Canada,1,0,46.3,24.1,0,1,1,3451.07,1,75,Quarter-final,7.5,971.51,29.71,0.0383,0
230,59,Brazil,South America,Medium,8900,5635.0,Miami,USA,1,0,100.0,100.0,3,3,7,1062.22,1,315,Group,9.51,469.85,385.26,0.8402,1
231,79,Brazil,South America,Medium,8900,5712.8,Miami,USA,1,0,100.0,96.7,2,2,3,1967.9,1,288,Group,13.27,594.89,350.09,0.6108,0
232,46,China,Asia,Medium,12500,10762.4,Vancouver,Canada,0,0,87.4,99.3,2,5,1,2043.23,1,203,Quarter-final,10.55,898.02,334.92,0.3847,0
233,38,Egypt,Africa,Low,4000,7465.3,Boston,USA,0,1,71.4,36.2,2,1,1,1466.74,1,298,Group,10.46,370.0,70.75,0.2195,0
234,59,China,Asia,Medium,12500,10314.0,Vancouver,Canada,0,0,69.5,31.9,2,1,6,2565.75,1,38,Group,8.27,275.45,30.9,0.1422,0
235,77,Nigeria,Africa,Low,2100,7659.4,Boston,USA,1,0,43.0,51.3,1,0,0,2008.14,1,165,Group,13.33,632.28,8.48,0.0345,0
236,22,India,Asia,Low,2400,11742.3,Vancouver,Canada,0,0,44.3,82.0,2,0,0,1970.09,1,188,Group,7.22,543.23,8.81,0.0295,0
237,69,China,Asia,Medium,12500,9901.8,Vancouver,Canada,0,1,66.1,39.3,6,3,2,3242.3,1,355,Final,5.51,1609.13,475.62,0.299,0
238,68,India,Asia,Low,2400,11136.6,Vancouver,Canada,1,0,52.2,100.0,3,4,0,2731.09,1,287,Round of 32,7.99,819.93,52.77,0.0741,0
239,33,United States,North America,High,76330,333.3,Kansas City,USA,1,1,100.0,96.2,6,2,2,150.0,0,207,Round of 16,12.76,53.73,36.7,0.9205,0
240,65,Brazil,South America,Medium,8900,4878.8,Miami,USA,1,0,92.6,100.0,4,2,3,1500.01,1,282,Group,7.3,357.08,228.66,0.6608,1
241,32,India,Asia,Low,2400,12017.7,Vancouver,Canada,0,0,83.4,80.9,2,2,2,3289.59,1,113,Group,8.07,876.0,73.75,0.0934,0
242,65,India,Asia,Low,2400,12367.8,Vancouver,Canada,0,0,39.3,6.4,0,1,0,3256.01,1,12,Round of 32,8.04,1181.2,20.31,0.024,0
243,39,Spain,Europe,High,31000,5521.0,Boston,USA,1,0,97.3,92.1,3,2,1,1572.67,0,144,Round of 16,10.29,315.65,261.74,0.8618,1
244,35,China,Asia,Medium,12500,9336.2,Vancouver,Canada,1,0,78.2,98.6,2,2,1,2298.7,1,31,Round of 16,11.97,888.66,317.01,0.3702,0
245,49,China,Asia,Medium,12500,10415.0,Vancouver,Canada,0,0,63.8,21.0,1,1,3,2750.33,1,180,Group,11.09,892.51,129.84,0.1579,0
246,69,India,Asia,Low,2400,12350.3,Vancouver,Canada,0,1,46.1,60.0,2,1,1,3626.21,1,274,Quarter-final,8.38,1376.27,217.05,0.1638,1
247,33,China,Asia,Medium,12500,8268.6,Vancouver,Canada,0,0,77.8,95.1,0,6,2,2675.97,1,117,Semi-final,13.23,1102.34,229.06,0.2198,0
248,67,China,Asia,Medium,12500,9704.1,Vancouver,Canada,1,0,74.6,100.0,3,1,1,2758.36,1,187,Final,12.25,1753.17,380.46,0.224,1
249,38,China,Asia,Medium,12500,9383.9,Vancouver,Canada,0,0,48.6,48.4,3,2,2,1969.58,1,71,Round of 32,9.89,526.6,22.71,0.0619,0
250,44,China,Asia,Medium,12500,10028.4,Vancouver,Canada,1,0,71.7,36.7,6,2,1,1706.12,1,49,Group,7.05,355.65,74.22,0.2285,0
251,21,India,Asia,Low,2400,12686.7,Vancouver,Canada,1,0,69.9,62.8,5,4,2,2675.65,1,288,Round of 32,11.44,981.74,73.09,0.0861,0
252,37,India,Asia,Low,2400,10979.1,Vancouver,Canada,0,0,69.4,62.1,1,2,2,2838.47,1,242,Group,7.46,501.56,52.78,0.1201,0
253,41,China,Asia,Medium,12500,9552.0,Vancouver,Canada,1,1,80.4,97.0,5,3,3,2168.58,1,96,Group,11.94,497.4,162.2,0.3501,0
254,78,Italy,Europe,High,36500,7028.6,Boston,USA,1,0,79.6,60.3,2,1,2,1723.36,0,215,Group,10.8,522.96,217.11,0.4358,1
255,53,Spain,Europe,High,31000,5932.8,Boston,USA,1,0,69.8,60.1,1,2,2,1911.39,0,127,Semi-final,8.37,737.9,582.17,0.8003,0
256,36,India,Asia,Low,2400,12934.9,Vancouver,Canada,1,1,17.8,53.1,0,1,1,2913.39,1,227,Group,9.72,865.6,7.77,0.0202,0
257,75,India,Asia,Low,2400,12383.9,Vancouver,Canada,1,0,83.6,83.7,2,1,4,3123.92,1,331,Round of 32,7.08,1022.47,350.07,0.3493,1
258,42,Brazil,South America,Medium,8900,5198.8,Miami,USA,1,1,87.3,86.3,5,6,0,1039.06,1,291,Group,11.7,287.69,132.35,0.5007,1
259,40,United States,North America,High,76330,367.9,Kansas City,USA,1,0,76.1,88.8,2,5,4,150.0,0,11,Group,10.56,46.15,28.76,0.8519,1
260,33,China,Asia,Medium,12500,10082.4,Vancouver,Canada,0,0,62.4,65.9,2,3,2,2571.11,1,88,Semi-final,12.93,1233.61,276.35,0.2345,0
261,30,Brazil,South America,Medium,8900,5885.2,Miami,USA,1,0,76.5,100.0,3,2,3,1674.58,1,146,Group,10.92,444.93,262.18,0.6138,1
262,63,India,Asia,Low,2400,11267.6,Vancouver,Canada,0,0,52.8,25.3,3,1,2,2115.54,1,51,Quarter-final,7.32,760.14,36.39,0.0575,0
263,31,South Korea,Asia,High,35000,8194.8,Vancouver,Canada,0,1,76.6,97.2,4,2,2,1624.15,0,267,Round of 16,11.22,817.09,652.09,0.8118,0
264,50,Brazil,South America,Medium,8900,5792.1,Miami,USA,1,0,65.6,54.4,2,3,3,1462.22,1,214,Round of 16,11.79,550.52,256.75,0.4878,1
265,74,Nigeria,Africa,Low,2100,7764.5,Boston,USA,1,0,59.4,51.3,2,2,1,1478.96,1,184,Group,13.44,387.07,1.0,0.0373,0
266,51,Colombia,South America,Medium,6100,2314.6,Miami,USA,1,0,100.0,77.7,6,6,6,567.59,1,111,Group,6.39,181.71,155.6,0.8915,1
267,25,Japan,Asia,High,40000,7766.4,Vancouver,Canada,1,1,80.4,70.2,6,1,2,2023.08,0,307,Round of 16,9.51,871.56,744.39,0.865,1
268,73,Argentina,South America,Medium,11000,6565.4,Miami,USA,1,0,81.6,100.0,2,3,2,1372.72,1,66,Group,11.82,429.52,158.01,0.3954,0
269,79,Brazil,South America,Medium,8900,6310.5,Miami,USA,1,0,96.6,91.5,2,6,3,1313.54,1,190,Group,8.94,378.99,298.65,0.8116,1
270,45,United States,North America,High,76330,365.9,Kansas City,USA,1,0,77.0,48.2,4,1,3,150.0,0,113,Group,12.5,31.12,14.65,0.8723,0
271,26,United States,North America,High,76330,324.7,Kansas City,USA,1,0,96.2,75.4,1,1,2,150.0,0,57,Group,12.49,43.57,23.84,0.8339,1
272,20,Peru,South America,Medium,6600,3701.5,Miami,USA,1,0,42.4,31.2,2,0,1,764.79,1,241,Round of 32,9.71,302.39,115.45,0.4139,0
273,46,United States,North America,High,76330,369.3,Kansas City,USA,1,0,76.9,100.0,3,3,2,150.0,0,35,Quarter-final,8.62,67.64,56.75,0.9664,1
274,50,China,Asia,Medium,12500,9186.3,Vancouver,Canada,0,0,79.3,98.8,3,2,0,1974.38,1,324,Round of 16,9.14,731.17,174.97,0.2518,0
275,56,India,Asia,Low,2400,12837.0,Vancouver,Canada,0,0,78.5,97.8,4,2,1,3753.58,1,363,Group,12.46,1346.85,125.86,0.1027,0
276,40,China,Asia,Medium,12500,9584.5,Vancouver,Canada,1,0,87.0,93.4,3,1,8,2120.29,1,108,Round of 32,5.51,562.4,193.64,0.3541,0
277,47,China,Asia,Medium,12500,8942.3,Vancouver,Canada,1,0,47.1,61.2,1,3,0,3002.85,1,152,Quarter-final,8.52,1382.59,229.42,0.1721,0
278,78,China,Asia,Medium,12500,9111.7,Vancouver,Canada,0,0,57.2,82.2,1,2,5,3199.78,1,205,Final,7.0,962.23,193.43,0.2083,0
279,61,India,Asia,Low,2400,12116.5,Vancouver,Canada,0,0,69.2,76.1,4,1,2,2878.46,1,52,Group,6.62,624.83,15.12,0.0348,0
280,45,India,Asia,Low,2400,11783.2,Vancouver,Canada,0,0,88.8,100.0,4,3,3,2894.03,1,379,Quarter-final,8.21,1150.15,124.86,0.1157,0
281,65,United States,North America,High,76330,372.2,Kansas City,USA,1,0,70.9,72.4,2,4,0,150.0,0,261,Quarter-final,12.49,59.96,42.89,0.9236,0
282,71,Ecuador,South America,Medium,6000,2747.1,Miami,USA,0,0,76.1,51.9,4,4,1,566.19,1,196,Group,8.85,129.1,35.9,0.3466,1
283,23,Spain,Europe,High,31000,5222.1,Boston,USA,1,1,79.2,69.7,2,3,1,1276.76,0,112,Quarter-final,12.65,622.54,537.49,0.8837,1
284,19,Netherlands,Europe,High,58000,5586.9,Boston,USA,1,0,96.0,84.2,7,2,1,1421.56,0,93,Round of 16,8.46,645.41,515.61,0.812,1
285,73,China,Asia,Medium,12500,8339.6,Vancouver,Canada,1,0,69.3,95.0,2,0,2,1597.28,1,225,Group,9.04,465.59,137.71,0.3152,0
286,37,China,Asia,Medium,12500,11013.3,Vancouver,Canada,0,1,77.1,19.5,2,1,6,2816.68,1,248,Group,11.24,746.54,176.37,0.2513,0
287,49,United States,North America,High,76330,333.8,Kansas City,USA,1,1,79.5,77.4,2,0,3,150.0,0,49,Group,7.0,47.95,35.8,0.8927,1
288,69,China,Asia,Medium,12500,9336.4,Vancouver,Canada,0,0,60.7,68.1,4,3,0,2867.61,1,12,Round of 32,6.03,964.83,122.68,0.1334,0
289,51,China,Asia,Medium,12500,10507.6,Vancouver,Canada,0,0,77.3,61.7,2,1,0,3515.68,1,91,Round of 16,10.85,1316.08,144.84,0.1183,0
290,18,Mexico,North America,Medium,10700,319.7,Monterrey,Mexico,1,0,86.9,100.0,1,1,4,150.0,0,177,Round of 32,8.85,62.24,49.33,0.9347,1
291,69,India,Asia,Low,2400,11315.8,Vancouver,Canada,0,1,43.6,0.0,3,2,1,2670.2,1,246,Round of 32,12.07,672.6,142.83,0.2303,0
292,50,United States,North America,High,76330,360.9,Kansas City,USA,1,1,94.8,100.0,1,2,3,150.0,0,95,Group,6.09,34.6,26.73,0.9486,1
293,42,Nigeria,Africa,Low,2100,8700.5,Boston,USA,1,1,95.7,78.5,2,2,2,2782.04,1,86,Quarter-final,13.19,1438.64,823.81,0.5818,1
294,36,Mexico,North America,Medium,10700,297.6,Monterrey,Mexico,1,0,97.5,100.0,10,1,1,150.0,0,285,Round of 32,6.41,57.87,49.52,0.9664,1
295,18,India,Asia,Low,2400,12673.6,Vancouver,Canada,0,0,60.4,38.9,2,1,4,3604.97,1,10,Group,5.78,387.04,79.37,0.22,0
296,79,India,Asia,Low,2400,12982.6,Vancouver,Canada,0,0,65.2,56.7,2,2,1,2291.08,1,83,Group,6.76,671.06,35.79,0.0634,0
297,66,Morocco,Africa,Low,3800,6345.4,Boston,USA,1,0,83.9,71.4,5,1,1,1667.29,1,43,Group,7.91,334.77,95.77,0.3097,0
298,48,India,Asia,Low,2400,12358.8,Vancouver,Canada,0,1,43.1,44.2,1,1,2,3030.69,1,89,Quarter-final,12.21,883.52,53.7,0.0746,0
299,77,India,Asia,Low,2400,11592.8,Vancouver,Canada,0,0,60.4,94.3,3,0,0,2770.57,1,303,Quarter-final,13.08,757.39,73.11,0.1138,0
300,41,India,Asia,Low,2400,14057.1,Vancouver,Canada,0,1,52.1,100.0,2,0,1,3779.11,1,344,Group,12.28,1127.32,84.89,0.0862,0
301,44,India,Asia,Low,2400,11995.7,Vancouver,Canada,0,0,75.3,71.0,0,1,2,2572.56,1,88,Round of 32,13.18,319.97,10.85,0.0751,0
302,39,Brazil,South America,Medium,8900,5918.2,Miami,USA,1,0,80.7,79.7,4,3,1,1668.91,1,12,Group,5.93,495.32,298.59,0.6148,0
303,61,China,Asia,Medium,12500,8669.9,Vancouver,Canada,0,0,92.6,100.0,4,2,0,1547.86,1,292,Group,8.41,442.52,40.31,0.1101,0
304,45,China,Asia,Medium,12500,9232.3,Vancouver,Canada,0,0,51.4,15.0,2,2,2,1874.1,1,146,Group,13.39,645.68,84.37,0.1514,0
305,23,India,Asia,Low,2400,12322.7,Vancouver,Canada,0,0,49.2,44.7,0,3,0,2118.6,1,150,Group,6.34,322.31,13.16,0.0605,0
306,57,China,Asia,Medium,12500,8948.7,Vancouver,Canada,1,0,64.5,93.4,3,1,2,2414.59,1,293,Round of 16,7.13,569.72,355.9,0.6372,1
307,36,China,Asia,Medium,12500,8991.5,Vancouver,Canada,0,0,69.7,64.8,4,4,1,2411.84,1,307,Round of 16,9.46,873.91,101.7,0.1272,0
308,76,India,Asia,Low,2400,10445.8,Vancouver,Canada,0,1,89.6,53.6,4,2,1,2718.47,1,331,Quarter-final,7.6,734.64,197.36,0.279,1
309,38,Turkey,Europe,Medium,9800,8501.1,Boston,USA,1,0,78.2,50.8,3,1,1,2799.26,1,249,Quarter-final,9.46,1274.25,786.95,0.625,1
310,45,Brazil,South America,Medium,8900,4547.5,Miami,USA,1,0,97.0,75.4,1,7,3,1479.44,1,79,Round of 32,8.21,512.94,432.46,0.8591,1
311,76,China,Asia,Medium,12500,8748.0,Vancouver,Canada,1,0,54.2,73.7,2,1,2,2242.27,1,209,Round of 16,9.15,954.06,215.34,0.2353,0
312,43,China,Asia,Medium,12500,9403.6,Vancouver,Canada,1,0,50.4,71.6,2,4,0,2470.33,1,266,Round of 32,7.12,1016.17,68.89,0.0748,0
313,29,Spain,Europe,High,31000,5079.7,Boston,USA,1,0,79.9,93.8,3,1,1,1376.14,0,115,Group,9.91,309.6,266.78,0.8937,1
314,63,China,Asia,Medium,12500,9996.1,Vancouver,Canada,0,0,36.4,25.0,0,2,0,2798.68,1,308,Group,11.04,639.55,5.2,0.0254,0
315,68,China,Asia,Medium,12500,8288.9,Vancouver,Canada,1,0,49.6,24.8,4,2,0,1949.94,1,140,Group,12.38,645.48,44.87,0.0887,0
316,43,China,Asia,Medium,12500,9799.2,Vancouver,Canada,0,0,49.7,56.6,2,0,1,2354.29,1,230,Round of 32,5.59,977.64,102.54,0.1106,0
317,45,China,Asia,Medium,12500,9387.4,Vancouver,Canada,1,0,72.0,71.2,2,4,2,2586.54,1,127,Group,10.5,664.58,250.95,0.3934,0
318,78,India,Asia,Low,2400,12978.9,Vancouver,Canada,0,0,59.6,49.9,4,2,5,3397.79,1,269,Round of 16,7.4,1364.28,47.58,0.0403,0
319,20,Japan,Asia,High,40000,7476.6,Vancouver,Canada,1,0,91.1,78.1,2,1,2,1833.68,0,137,Quarter-final,12.38,765.9,641.16,0.8533,0
320,34,Nigeria,Africa,Low,2100,8459.2,Boston,USA,0,0,66.2,100.0,2,0,1,1900.67,1,347,Semi-final,8.06,963.42,319.98,0.3405,0
321,67,Nigeria,Africa,Low,2100,9431.0,Boston,USA,0,0,92.2,100.0,3,1,2,2499.56,1,185,Round of 32,11.84,681.74,122.87,0.1976,0
322,46,China,Asia,Medium,12500,8643.0,Vancouver,Canada,0,0,76.2,50.3,3,1,2,1529.81,1,217,Group,7.55,420.49,42.19,0.1183,1
323,61,China,Asia,Medium,12500,8671.1,Vancouver,Canada,1,0,62.9,39.8,6,6,3,1896.48,1,157,Group,11.48,586.31,99.22,0.1888,0
324,35,China,Asia,Medium,12500,9660.6,Vancouver,Canada,0,0,69.3,72.9,4,1,1,2591.1,1,219,Group,9.69,691.48,180.81,0.2755,0
325,39,India,Asia,Low,2400,11813.6,Vancouver,Canada,0,0,54.7,57.6,1,1,1,2698.32,1,43,Round of 16,9.65,1299.48,120.82,0.1004,0
326,58,India,Asia,Low,2400,13019.2,Vancouver,Canada,0,0,43.0,27.1,2,0,1,3243.92,1,343,Group,6.37,757.38,5.75,0.016,0
327,68,India,Asia,Low,2400,11862.4,Vancouver,Canada,0,0,88.9,90.3,1,4,2,2610.54,1,336,Group,11.61,532.24,163.5,0.329,1
328,64,China,Asia,Medium,12500,9013.2,Vancouver,Canada,0,0,85.9,100.0,2,2,4,1820.82,1,304,Round of 32,10.5,589.44,214.55,0.3818,1
329,68,India,Asia,Low,2400,11858.9,Vancouver,Canada,0,1,36.1,32.5,2,0,2,2537.66,1,296,Round of 32,9.54,764.11,71.38,0.1059,0
330,76,Japan,Asia,High,40000,7087.5,Vancouver,Canada,1,0,91.9,89.2,4,1,1,1495.97,0,314,Round of 32,6.26,310.72,230.91,0.7633,1
331,78,India,Asia,Low,2400,12686.4,Vancouver,Canada,0,0,53.6,47.5,5,0,0,3078.66,1,338,Round of 32,7.4,894.59,44.75,0.0583,0
332,30,Germany,Europe,High,51500,5928.7,Boston,USA,1,1,100.0,76.8,5,1,0,1606.62,0,145,Group,10.87,512.42,452.41,0.9041,1
333,24,India,Asia,Low,2400,10405.7,Vancouver,Canada,1,0,33.5,27.8,0,3,1,2801.9,1,157,Quarter-final,6.91,1398.28,62.58,0.0497,0
334,28,India,Asia,Low,2400,11288.6,Vancouver,Canada,0,0,68.8,71.1,3,0,2,2839.56,1,181,Round of 32,12.68,977.07,65.29,0.0798,0
335,57,Brazil,South America,Medium,8900,5776.0,Miami,USA,1,1,66.0,37.6,2,0,0,1699.27,1,42,Group,7.71,395.58,207.01,0.5428,0
